Cod;Modalidade;Quitação;Verba;Consignatário;Matrícula;Período;Prazo;Valor;Renegociado;Controlado em Folha
133057;Empréstimo Consignado (120);26/05/2022;424;Banco Bradesco;5511;Junho de 2022;96;1402,52;Sim;Não
133888;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5511;Junho de 2022;0;54,84;Não;Sim
134895;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5511;Julho de 2022;0;54,84;Não;Sim
134273;Empréstimo Consignado (120);29/09/2023;424;Banco Bradesco;5511;Outubro de 2023;120;821,78;Não;Não
134274;Empréstimo Consignado (120);29/09/2023;424;Banco Bradesco;5511;Outubro de 2023;120;1432,26;Não;Não
132070;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4311;Maio de 2022;0;12,12;Não;Sim
133853;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4311;Junho de 2022;0;12,12;Não;Sim
134830;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4311;Julho de 2022;0;12,12;Não;Sim
131946;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11841;Maio de 2022;0;38,05;Não;Sim
133979;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11841;Junho de 2022;0;50,7;Não;Sim
135089;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11841;Julho de 2022;0;50,7;Não;Sim
132104;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2701;Maio de 2022;0;39,58;Não;Sim
133821;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2701;Junho de 2022;0;52,73;Não;Sim
134786;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2701;Julho de 2022;0;52,73;Não;Sim
131452;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5731;Fevereiro de 2022;0;438,92;Não;Não
131453;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5731;Fevereiro de 2022;0;1335,64;Não;Não
131244;Plano Odontológico;09/05/2022;999;Dental Med Center;5731;Maio de 2022;0;160;Não;Sim
132026;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5731;Maio de 2022;0;44,52;Não;Sim
134124;Plano Odontológico;03/06/2022;999;Dental Med Center;5731;Junho de 2022;0;220;Não;Sim
133896;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5731;Junho de 2022;0;59,31;Não;Sim
133058;Empréstimo Consignado (120);13/06/2022;424;Banco Bradesco;5731;Julho de 2022;96;438,92;Sim;Não
133204;Empréstimo Consignado (120);13/06/2022;424;Banco Bradesco;5731;Julho de 2022;96;1335,64;Sim;Não
134905;Plano Odontológico;07/07/2022;999;Dental Med Center;5731;Julho de 2022;0;220;Não;Sim
134904;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5731;Julho de 2022;0;59,31;Não;Sim
134176;Plano Odontológico;03/06/2022;999;Dental Med Center;36462;Junho de 2022;0;132,48;Não;Sim
135116;Plano Odontológico;07/07/2022;999;Dental Med Center;36462;Julho de 2022;0;250,72;Não;Sim
132073;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4221;Maio de 2022;0;12,12;Não;Sim
133849;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4221;Junho de 2022;0;12,12;Não;Sim
134823;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4221;Julho de 2022;0;12,12;Não;Sim
131707;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;7371;Fevereiro de 2022;0;1232,92;Não;Não
131234;Plano Odontológico;09/05/2022;999;Dental Med Center;7371;Maio de 2022;0;30;Não;Sim
131992;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7371;Maio de 2022;0;39,58;Não;Sim
134134;Plano Odontológico;03/06/2022;999;Dental Med Center;7371;Junho de 2022;0;30;Não;Sim
133931;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7371;Junho de 2022;0;52,73;Não;Sim
134998;Plano Odontológico;07/07/2022;999;Dental Med Center;7371;Julho de 2022;0;30;Não;Sim
134997;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7371;Julho de 2022;0;52,73;Não;Sim
132295;Empréstimo Consignado (Especial);30/11/2022;404;Banco do Brasil;7371;Dezembro de 2022;72;1232,92;Não;Não
135436;Empréstimo Consignado (120);30/12/2024;424;Banco Bradesco;7371;Janeiro de 2025;45;1250,96;Sim;Não
131878;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5841;Fevereiro de 2022;0;298,89;Não;Não
131879;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5841;Fevereiro de 2022;0;421,74;Não;Não
131449;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5841;Fevereiro de 2022;0;602,12;Não;Não
131450;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5841;Fevereiro de 2022;0;89,75;Não;Não
131448;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5841;Fevereiro de 2022;0;684,34;Não;Não
131656;Plano Odontológico;09/05/2022;405;PREVDENTE;5841;Maio de 2022;0;18;Não;Sim
132022;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5841;Maio de 2022;0;42,8;Não;Sim
133900;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5841;Junho de 2022;0;57,03;Não;Sim
132324;Empréstimo Consignado (Especial);14/06/2022;404;Banco do Brasil;5841;Julho de 2022;72;421,74;Não;Não
132281;Empréstimo Consignado (Especial);14/06/2022;404;Banco do Brasil;5841;Julho de 2022;72;298,89;Não;Não
133205;Empréstimo Consignado (120);28/06/2022;424;Banco Bradesco;5841;Julho de 2022;96;684,34;Sim;Não
135237;Empréstimo Consignado (120);28/06/2022;424;Banco Bradesco;5841;Julho de 2022;59;282,93;Não;Não
135246;Empréstimo Consignado (120);28/06/2022;424;Banco Bradesco;5841;Julho de 2022;96;547,9;Não;Não
133245;Empréstimo Consignado (120);28/06/2022;424;Banco Bradesco;5841;Julho de 2022;72;89,75;Não;Não
135238;Empréstimo Consignado (120);28/06/2022;424;Banco Bradesco;5841;Julho de 2022;59;382,5;Sim;Não
133059;Empréstimo Consignado (120);28/06/2022;424;Banco Bradesco;5841;Julho de 2022;96;602,12;Sim;Não
134910;Plano Odontológico;07/07/2022;405;PREVDENTE;5841;Julho de 2022;0;18;Não;Sim
134909;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5841;Julho de 2022;0;57,03;Não;Sim
135258;Empréstimo Consignado (120);05/06/2024;424;Banco Bradesco;5841;Junho de 2024;120;1242,25;Sim;Não
135259;Empréstimo Consignado (120);05/06/2024;424;Banco Bradesco;5841;Junho de 2024;120;790,39;Sim;Não
131988;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7591;Maio de 2022;0;39,58;Não;Sim
133935;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7591;Junho de 2022;0;52,73;Não;Sim
135005;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7591;Julho de 2022;0;52,73;Não;Sim
131937;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;211;Fevereiro de 2022;0;369,17;Não;Não
131612;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;211;Fevereiro de 2022;0;151,65;Não;Não
131706;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;7391;Fevereiro de 2022;0;1323,66;Não;Não
135342;Empréstimo Consignado (Especial);18/12/2024;404;Banco do Brasil;7391;Janeiro de 2025;72;281,49;Não;Não
132296;Empréstimo Consignado (Especial);18/12/2024;404;Banco do Brasil;7391;Janeiro de 2025;72;1323,66;Não;Não
131683;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;9041;Fevereiro de 2022;0;1722,04;Não;Não
131222;Plano Odontológico;09/05/2022;999;Dental Med Center;9041;Maio de 2022;0;82,26;Não;Sim
131966;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;9041;Maio de 2022;0;38,05;Não;Sim
134145;Plano Odontológico;03/06/2022;999;Dental Med Center;9041;Junho de 2022;0;82,26;Não;Sim
133958;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;9041;Junho de 2022;0;50,7;Não;Sim
135054;Plano Odontológico;07/07/2022;999;Dental Med Center;9041;Julho de 2022;0;82,26;Não;Sim
135053;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;9041;Julho de 2022;0;50,7;Não;Sim
132312;Empréstimo Consignado (Especial);11/03/2025;404;Banco do Brasil;9041;Março de 2025;72;1722,04;Não;Não
131874;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5941;Fevereiro de 2022;0;429,01;Não;Não
131876;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5941;Fevereiro de 2022;0;355,82;Não;Não
131875;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5941;Fevereiro de 2022;0;1226,22;Não;Não
132018;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5941;Maio de 2022;0;41,16;Não;Sim
133905;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5941;Junho de 2022;0;54,84;Não;Sim
134915;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5941;Julho de 2022;0;54,84;Não;Sim
132283;Empréstimo Consignado (Especial);05/06/2024;404;Banco do Brasil;5941;Junho de 2024;72;1226,22;Não;Não
131248;Plano Odontológico;09/05/2022;999;Dental Med Center;5361;Maio de 2022;0;35,02;Não;Sim
132045;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5361;Maio de 2022;0;32,93;Não;Sim
134120;Plano Odontológico;03/06/2022;999;Dental Med Center;5361;Junho de 2022;0;35,02;Não;Sim
133878;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5361;Junho de 2022;0;43,87;Não;Sim
134882;Plano Odontológico;07/07/2022;999;Dental Med Center;5361;Julho de 2022;0;35,02;Não;Sim
134881;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5361;Julho de 2022;0;43,87;Não;Sim
131463;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5521;Fevereiro de 2022;0;1367,53;Não;Não
131245;Plano Odontológico;09/05/2022;999;Dental Med Center;5521;Maio de 2022;0;65,02;Não;Sim
132034;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5521;Maio de 2022;0;32,93;Não;Sim
133061;Empréstimo Consignado (120);12/05/2022;424;Banco Bradesco;5521;Junho de 2022;96;1367,53;Sim;Não
134123;Plano Odontológico;03/06/2022;999;Dental Med Center;5521;Junho de 2022;0;65,02;Não;Sim
133889;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5521;Junho de 2022;0;43,87;Não;Sim
134897;Plano Odontológico;07/07/2022;999;Dental Med Center;5521;Julho de 2022;0;65,02;Não;Sim
134896;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5521;Julho de 2022;0;43,87;Não;Sim
134217;Empréstimo Consignado (120);13/03/2024;424;Banco Bradesco;5521;Abril de 2024;120;1601,29;Não;Não
131539;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;3771;Fevereiro de 2022;0;359,38;Não;Não
132087;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3771;Maio de 2022;0;12,12;Não;Sim
133837;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3771;Junho de 2022;0;12,12;Não;Sim
134808;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3771;Julho de 2022;0;12,12;Não;Sim
133062;Empréstimo Consignado (120);12/09/2022;424;Banco Bradesco;3771;Outubro de 2022;96;359,38;Sim;Não
135348;Empréstimo Consignado (120);04/12/2023;424;Banco Bradesco;3771;Dezembro de 2023;120;437,23;Não;Não
131542;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;3711;Fevereiro de 2022;0;45,86;Não;Não
131543;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;3711;Fevereiro de 2022;0;22,58;Não;Não
131544;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;3711;Fevereiro de 2022;0;328,81;Não;Não
133063;Empréstimo Consignado (120);11/05/2022;424;Banco Bradesco;3711;Maio de 2022;96;22,58;Sim;Não
133206;Empréstimo Consignado (120);11/05/2022;424;Banco Bradesco;3711;Maio de 2022;96;45,86;Sim;Não
133246;Empréstimo Consignado (120);03/08/2022;424;Banco Bradesco;3711;Agosto de 2022;96;328,81;Sim;Não
134213;Empréstimo Consignado (120);03/08/2022;424;Banco Bradesco;3711;Agosto de 2022;96;124,81;Sim;Não
131435;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6171;Fevereiro de 2022;0;193,13;Não;Não
131717;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;6171;Maio de 2022;0;20,15;Não;Sim
134060;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;6171;Junho de 2022;0;20,15;Não;Sim
134923;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;6171;Julho de 2022;0;20,15;Não;Sim
133064;Empréstimo Consignado (120);02/01/2024;424;Banco Bradesco;6171;Janeiro de 2024;48;193,13;Não;Não
135407;Empréstimo Consignado (120);10/03/2025;424;Banco Bradesco;212021;Março de 2025;48;579,4;Sim;Não
131326;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;8971;Fevereiro de 2022;0;360,93;Não;Não
133065;Empréstimo Consignado (120);09/05/2022;424;Banco Bradesco;8971;Maio de 2022;5;360,93;Não;Não
131968;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;8971;Maio de 2022;0;38,05;Não;Sim
133956;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;8971;Junho de 2022;0;50,7;Não;Sim
135051;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;8971;Julho de 2022;0;50,7;Não;Sim
135172;Empréstimo Consignado (144);02/01/2024;427;Caixa Econômica Federal;8971;Janeiro de 2024;18;1363,27;Não;Não
131708;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;7291;Fevereiro de 2022;0;294,73;Não;Não
131278;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;7291;Maio de 2022;0;20,15;Não;Sim
133314;Empréstimo Consignado (Especial);26/05/2022;404;Banco do Brasil;7291;Junho de 2022;0;294,73;Não;Não
134093;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;7291;Junho de 2022;0;20,15;Não;Sim
134286;Empréstimo Consignado (Especial);16/06/2022;404;Banco do Brasil;7291;Junho de 2022;75;294,73;Não;Não
134995;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;7291;Julho de 2022;0;20,15;Não;Sim
135177;Empréstimo Consignado (120);30/06/2023;424;Banco Bradesco;203461;Julho de 2023;12;491,28;Não;Não
135454;Empréstimo Consignado (120);31/01/2024;424;Banco Bradesco;203461;Fevereiro de 2024;12;496,74;Não;Não
135787;Empréstimo Consignado (120);09/09/2024;424;Banco Bradesco;203461;Setembro de 2024;24;631,4;Não;Não
136224;Empréstimo Consignado (Especial);11/03/2025;404;Banco do Brasil;203461;Março de 2025;36;663,43;Não;Não
131185;Plano Odontológico;09/05/2022;999;Dental Med Center;48554;Maio de 2022;0;100;Não;Sim
134183;Plano Odontológico;03/06/2022;999;Dental Med Center;48554;Junho de 2022;0;100;Não;Sim
135123;Plano Odontológico;07/07/2022;999;Dental Med Center;48554;Julho de 2022;0;100;Não;Sim
131208;Plano Odontológico;09/05/2022;999;Dental Med Center;17162;Maio de 2022;0;34,9;Não;Sim
134159;Plano Odontológico;03/06/2022;999;Dental Med Center;17162;Junho de 2022;0;34,9;Não;Sim
135097;Plano Odontológico;07/07/2022;999;Dental Med Center;17162;Julho de 2022;0;34,9;Não;Sim
131825;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;17664;Fevereiro de 2022;0;150;Não;Não
131826;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;17664;Fevereiro de 2022;0;206,11;Não;Não
131581;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;2561;Fevereiro de 2022;0;556,96;Não;Não
133067;Empréstimo Consignado (120);13/05/2022;424;Banco Bradesco;2561;Junho de 2022;96;556,96;Sim;Não
131801;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;29332;Fevereiro de 2022;0;392;Não;Não
131800;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;29332;Fevereiro de 2022;0;66,04;Não;Não
133068;Empréstimo Consignado (120);02/12/2024;424;Banco Bradesco;29332;Dezembro de 2024;45;392;Não;Não
133208;Empréstimo Consignado (120);02/01/2025;424;Banco Bradesco;29332;Janeiro de 2025;42;66,04;Não;Não
131777;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;47902;Fevereiro de 2022;0;384,18;Não;Não
133069;Empréstimo Consignado (120);02/01/2025;424;Banco Bradesco;47902;Janeiro de 2025;40;384,18;Não;Não
131273;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;8181;Maio de 2022;0;20,15;Não;Sim
134098;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;8181;Junho de 2022;0;20,15;Não;Sim
135032;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;8181;Julho de 2022;0;20,15;Não;Sim
131904;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;4411;Fevereiro de 2022;0;63,78;Não;Não
131518;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4411;Fevereiro de 2022;0;290,62;Não;Não
131519;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4411;Fevereiro de 2022;0;106,25;Não;Não
133070;Empréstimo Consignado (120);19/12/2022;424;Banco Bradesco;4411;Janeiro de 2023;96;106,25;Sim;Não
133209;Empréstimo Consignado (120);19/12/2022;424;Banco Bradesco;4411;Janeiro de 2023;96;290,62;Sim;Não
132268;Empréstimo Consignado (Especial);19/12/2022;404;Banco do Brasil;4411;Janeiro de 2023;72;63,78;Não;Não
135445;Empréstimo Consignado (120);06/05/2024;424;Banco Bradesco;4411;Maio de 2024;120;455,56;Sim;Não
133378;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;199171;Maio de 2022;0;30,28;Não;Sim
134000;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;199171;Junho de 2022;0;30,28;Não;Sim
135167;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;199171;Julho de 2022;0;30,28;Não;Sim
131685;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;8941;Fevereiro de 2022;0;283,53;Não;Não
131686;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;8941;Fevereiro de 2022;0;712,02;Não;Não
131970;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;8941;Maio de 2022;0;38,05;Não;Sim
132310;Empréstimo Consignado (Especial);03/06/2022;404;Banco do Brasil;8941;Junho de 2022;43;283,53;Não;Não
133955;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;8941;Junho de 2022;0;50,7;Não;Sim
135049;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;8941;Julho de 2022;0;50,7;Não;Sim
132251;Empréstimo Consignado (Especial);04/10/2024;404;Banco do Brasil;8941;Outubro de 2024;37;712,02;Não;Não
131497;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4831;Fevereiro de 2022;0;210,08;Não;Não
131500;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4831;Fevereiro de 2022;0;101,45;Não;Não
131499;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4831;Fevereiro de 2022;0;395,45;Não;Não
131498;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4831;Fevereiro de 2022;0;696,5;Não;Não
131496;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4831;Fevereiro de 2022;0;200;Não;Não
131663;Plano Odontológico;09/05/2022;405;PREVDENTE;4831;Maio de 2022;0;65;Não;Sim
132065;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4831;Maio de 2022;0;42,8;Não;Sim
132831;Empréstimo Consignado (120);10/05/2022;424;Banco Bradesco;4831;Maio de 2022;48;210,08;Sim;Não
132814;Empréstimo Consignado (120);10/05/2022;424;Banco Bradesco;4831;Maio de 2022;36;200;Sim;Não
133210;Empréstimo Consignado (120);10/05/2022;424;Banco Bradesco;4831;Maio de 2022;48;101,45;Sim;Não
133858;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4831;Junho de 2022;0;57,03;Não;Sim
134844;Plano Odontológico;07/07/2022;405;PREVDENTE;4831;Julho de 2022;0;65;Não;Sim
134843;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4831;Julho de 2022;0;57,03;Não;Sim
132834;Empréstimo Consignado (120);19/08/2022;424;Banco Bradesco;4831;Setembro de 2022;48;696,5;Sim;Não
133071;Empréstimo Consignado (120);07/03/2023;424;Banco Bradesco;4831;Março de 2023;48;395,45;Sim;Não
135329;Empréstimo Consignado (120);12/05/2023;424;Banco Bradesco;4831;Junho de 2023;72;937,68;Sim;Não
134206;Empréstimo Consignado (120);12/05/2023;424;Banco Bradesco;4831;Junho de 2023;72;643,77;Sim;Não
135514;Empréstimo Consignado (120);12/05/2023;424;Banco Bradesco;4831;Junho de 2023;72;350,02;Sim;Não
135451;Empréstimo Consignado (120);28/12/2023;424;Banco Bradesco;4831;Janeiro de 2024;90;86,13;Sim;Não
135707;Empréstimo Consignado (120);28/12/2023;424;Banco Bradesco;4831;Janeiro de 2024;72;188,02;Sim;Não
135582;Empréstimo Consignado (120);05/08/2024;424;Banco Bradesco;4831;Agosto de 2024;120;1699,68;Sim;Não
131402;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6651;Fevereiro de 2022;0;78,9;Não;Não
131400;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6651;Fevereiro de 2022;0;279,75;Não;Não
131401;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6651;Fevereiro de 2022;0;247,86;Não;Não
131281;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;6651;Maio de 2022;0;20,15;Não;Sim
134090;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;6651;Junho de 2022;0;20,15;Não;Sim
134961;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;6651;Julho de 2022;0;20,15;Não;Sim
133072;Empréstimo Consignado (120);09/08/2022;424;Banco Bradesco;6651;Agosto de 2022;96;279,75;Não;Não
133211;Empréstimo Consignado (120);09/08/2022;424;Banco Bradesco;6651;Agosto de 2022;96;247,86;Não;Não
132815;Empréstimo Consignado (120);11/04/2023;424;Banco Bradesco;6651;Abril de 2023;96;78,9;Sim;Não
135629;Empréstimo Consignado (120);03/07/2023;424;Banco Bradesco;6651;Julho de 2023;120;79,74;Não;Não
135545;Empréstimo Consignado (120);15/05/2024;424;Banco Bradesco;6651;Junho de 2024;120;341,41;Sim;Não
135631;Empréstimo Consignado (120);15/05/2024;424;Banco Bradesco;6651;Junho de 2024;120;79,74;Sim;Não
135307;Empréstimo Consignado (120);15/05/2024;424;Banco Bradesco;6651;Junho de 2024;92;22,48;Sim;Não
135306;Empréstimo Consignado (120);15/05/2024;424;Banco Bradesco;6651;Junho de 2024;120;566,35;Sim;Não
131475;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5221;Fevereiro de 2022;0;356,03;Não;Não
131251;Plano Odontológico;09/05/2022;999;Dental Med Center;5221;Maio de 2022;0;30;Não;Sim
131658;Plano Odontológico;09/05/2022;405;PREVDENTE;5221;Maio de 2022;0;26;Não;Sim
131621;Mensalidade;09/05/2022;411;Sindicato dos Trabalhadores em Saúde do RN;5221;Maio de 2022;0;12,12;Não;Sim
134117;Plano Odontológico;03/06/2022;999;Dental Med Center;5221;Junho de 2022;0;30;Não;Sim
134023;Mensalidade;03/06/2022;411;Sindicato dos Trabalhadores em Saúde do RN;5221;Junho de 2022;0;12,12;Não;Sim
134874;Plano Odontológico;07/07/2022;999;Dental Med Center;5221;Julho de 2022;0;30;Não;Sim
134872;Plano Odontológico;07/07/2022;405;PREVDENTE;5221;Julho de 2022;0;26;Não;Sim
134873;Mensalidade;07/07/2022;411;Sindicato dos Trabalhadores em Saúde do RN;5221;Julho de 2022;0;12,12;Não;Sim
133073;Empréstimo Consignado (120);09/11/2023;424;Banco Bradesco;5221;Novembro de 2023;48;356,03;Sim;Não
131786;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;33953;Fevereiro de 2022;0;457,07;Não;Não
131785;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;33953;Fevereiro de 2022;0;160,22;Não;Não
133212;Empréstimo Consignado (120);26/07/2024;424;Banco Bradesco;33953;Agosto de 2024;39;160,22;Não;Não
133074;Empréstimo Consignado (120);26/07/2024;424;Banco Bradesco;33953;Agosto de 2024;45;457,07;Não;Não
131724;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;179901;Fevereiro de 2022;0;237,41;Não;Não
133075;Empréstimo Consignado (120);14/11/2024;424;Banco Bradesco;179901;Dezembro de 2024;96;237,41;Não;Não
131747;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;94822;Fevereiro de 2022;0;362,36;Não;Não
133076;Empréstimo Consignado (120);26/05/2023;424;Banco Bradesco;94822;Junho de 2023;45;362,36;Não;Não
131910;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;4241;Fevereiro de 2022;0;465,24;Não;Não
131632;Mensalidade;09/05/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4241;Maio de 2022;0;12,12;Não;Sim
134012;Mensalidade;03/06/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4241;Junho de 2022;0;12,12;Não;Sim
134825;Mensalidade;07/07/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4241;Julho de 2022;0;12,12;Não;Sim
131348;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7821;Fevereiro de 2022;0;339,38;Não;Não
131976;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7821;Maio de 2022;0;12,12;Não;Sim
133947;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7821;Junho de 2022;0;12,12;Não;Sim
135022;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7821;Julho de 2022;0;12,12;Não;Sim
133077;Empréstimo Consignado (120);12/07/2023;424;Banco Bradesco;7821;Agosto de 2023;60;339,38;Não;Não
